model,feature,mean,std
distilgpt2,F1,0.5238549585143725,0.06198999665111106
distilgpt2,F2,105.76666666666667,4.948737212663451
distilgpt2,F3,16.664662070048575,1.1005727205898852
distilgpt2,F4,0.0,0.0
flan_t5,F1,0.36795914607743424,0.020802965857064298
flan_t5,F2,15.933333333333334,1.6519348924485158
flan_t5,F3,27.95409716314958,1.7034626871540295
flan_t5,F4,0.0011904761904761904,0.002061965247105806
